country,import_leisure,import_politics,import_work,goals_parents_proud,men_political_leaders,univ_boy_girl,happiness,health,freedom,standard_of_living,trust,confidence_gov,confidence_univ,everyone_provided,corrupt,sci_tech_life,sci_not_important,age,age_3cat,highest_edu_3cat,income_3cat
CHN,very important,rather important,very important,strongly agree,agree,disagree,rather happy,fair,8,better off,most people can be trusted,quite a lot,quite a lot,2,8,9,1,20,16-29 years,high,medium
CHN,not very important,very important,very important,strongly agree,disagree,disagree,very happy,very good,7,worse off,most people can be trusted,quite a lot,quite a lot,7,7,7,3,19,16-29 years,middle,medium
CHN,rather important,rather important,very important,agree,disagree,disagree,not very happy,fair,6,better off,most people can be trusted,quite a lot,a great deal,1,5,10,1,39,30-49 years,lower,low
CHN,very important,rather important,rather important,agree,disagree,strongly disagree,very happy,very good,10,better off,most people can be trusted,a great deal,a great deal,8,10,10,1,35,30-49 years,lower,medium
CHN,very important,rather important,rather important,agree,strongly agree,disagree,not very happy,fair,5,better off,most people can be trusted,quite a lot,quite a lot,5,10,10,5,32,30-49 years,middle,low
CHN,rather important,rather important,rather important,agree,agree,strongly disagree,very happy,very good,8,better off,most people can be trusted,a great deal,a great deal,1,10,10,1,62,50 years and over,high,medium
CHN,rather important,rather important,very important,agree,agree,strongly agree,very happy,fair,5,better off,most people can be trusted,a great deal,a great deal,4,6,10,1,65,50 years and over,middle,medium
CHN,rather important,not very important,very important,strongly agree,agree,strongly disagree,rather happy,very good,10,better off,need to be very careful,a great deal,not very much,1,9,10,5,55,50 years and over,middle,low
CHN,not at all important,very important,very important,strongly agree,strongly agree,strongly agree,not very happy,very good,8,better off,most people can be trusted,a great deal,a great deal,6,10,7,6,55,50 years and over,lower,medium
CHN,rather important,not very important,not very important,agree,disagree,disagree,not very happy,poor,5,better off,most people can be trusted,quite a lot,quite a lot,5,8,10,3,28,16-29 years,lower,low
CHN,rather important,very important,very important,agree,strongly disagree,strongly disagree,rather happy,poor,2,worse off,need to be very careful,a great deal,quite a lot,5,5,10,3,50,50 years and over,lower,low
CHN,rather important,rather important,rather important,agree,disagree,disagree,rather happy,good,5,better off,most people can be trusted,quite a lot,quite a lot,5,5,6,3,31,30-49 years,high,medium
CHN,rather important,rather important,very important,agree,agree,disagree,rather happy,poor,10,better off,need to be very careful,quite a lot,quite a lot,10,5,10,1,65,50 years and over,lower,low
CHN,rather important,not very important,rather important,agree,agree,disagree,rather happy,fair,10,better off,most people can be trusted,quite a lot,a great deal,6,7,8,3,52,50 years and over,lower,medium
CHN,rather important,very important,very important,agree,agree,strongly disagree,rather happy,fair,5,better off,most people can be trusted,a great deal,quite a lot,5,5,10,1,33,30-49 years,high,medium
CHN,not very important,rather important,very important,disagree,disagree,strongly disagree,rather happy,fair,5,better off,most people can be trusted,a great deal,a great deal,5,4,10,3,35,30-49 years,lower,low
CHN,very important,not very important,very important,strongly agree,strongly agree,disagree,rather happy,poor,5,better off,need to be very careful,a great deal,not very much,4,10,10,1,58,50 years and over,middle,low
CHN,rather important,NA,not very important,agree,strongly disagree,disagree,rather happy,good,10,better off,most people can be trusted,a great deal,a great deal,NA,10,10,1,65,50 years and over,lower,NA
CHN,very important,rather important,rather important,disagree,disagree,disagree,very happy,good,9,better off,most people can be trusted,a great deal,quite a lot,8,4,8,2,40,30-49 years,middle,low
CHN,very important,rather important,rather important,strongly agree,disagree,disagree,rather happy,fair,8,worse off,need to be very careful,quite a lot,quite a lot,1,6,10,1,42,30-49 years,lower,low
CHN,not very important,very important,very important,agree,disagree,disagree,rather happy,fair,10,better off,most people can be trusted,not very much,quite a lot,1,10,8,3,21,16-29 years,high,medium
CHN,rather important,NA,very important,strongly agree,strongly agree,disagree,very happy,very good,10,worse off,need to be very careful,NA,NA,10,10,10,9,47,30-49 years,lower,low
CHN,very important,rather important,very important,agree,agree,strongly disagree,very happy,very good,5,better off,most people can be trusted,a great deal,a great deal,7,6,10,1,44,30-49 years,high,medium
CHN,very important,not very important,NA,agree,strongly agree,disagree,rather happy,very good,10,better off,need to be very careful,a great deal,a great deal,5,10,10,1,35,30-49 years,middle,low
CHN,not very important,not very important,rather important,disagree,disagree,disagree,rather happy,fair,6,better off,need to be very careful,quite a lot,a great deal,8,3,10,3,47,30-49 years,lower,low
CHN,rather important,very important,very important,agree,agree,disagree,very happy,very good,10,better off,most people can be trusted,a great deal,a great deal,9,6,10,1,48,30-49 years,lower,low
CHN,rather important,not very important,very important,disagree,disagree,strongly disagree,rather happy,very good,9,better off,need to be very careful,quite a lot,quite a lot,9,10,9,1,38,30-49 years,lower,low
CHN,rather important,rather important,very important,strongly agree,agree,strongly disagree,very happy,very good,8,better off,need to be very careful,a great deal,a great deal,6,5,7,4,25,16-29 years,high,high
CHN,rather important,not very important,not very important,strongly agree,strongly agree,strongly agree,rather happy,good,8,better off,most people can be trusted,a great deal,a great deal,1,7,NA,NA,67,50 years and over,NA,NA
CHN,rather important,rather important,very important,agree,strongly agree,agree,rather happy,very good,8,better off,need to be very careful,quite a lot,quite a lot,8,4,8,8,39,30-49 years,lower,medium
CHN,not very important,not very important,very important,disagree,agree,disagree,rather happy,very good,7,worse off,most people can be trusted,quite a lot,quite a lot,7,7,9,6,27,16-29 years,lower,medium
CHN,rather important,not at all important,rather important,strongly agree,strongly agree,strongly disagree,rather happy,good,6,better off,need to be very careful,quite a lot,a great deal,5,9,8,6,48,30-49 years,lower,low
CHN,very important,rather important,very important,strongly agree,disagree,strongly disagree,very happy,very good,10,better off,need to be very careful,a great deal,quite a lot,1,8,10,1,65,50 years and over,lower,low
CHN,rather important,rather important,rather important,strongly agree,disagree,disagree,very happy,good,10,worse off,need to be very careful,quite a lot,quite a lot,2,10,10,1,29,16-29 years,lower,low
CHN,rather important,not very important,rather important,agree,disagree,agree,rather happy,fair,5,worse off,most people can be trusted,quite a lot,quite a lot,5,5,10,1,55,50 years and over,lower,low
CHN,rather important,very important,very important,disagree,disagree,strongly disagree,very happy,good,8,better off,most people can be trusted,quite a lot,a great deal,5,2,5,2,21,16-29 years,middle,medium
CHN,not very important,very important,very important,agree,disagree,disagree,very happy,fair,9,better off,need to be very careful,a great deal,a great deal,9,5,8,1,20,16-29 years,lower,medium
CHN,rather important,not very important,rather important,strongly agree,NA,disagree,rather happy,poor,NA,better off,need to be very careful,a great deal,a great deal,8,5,10,1,51,50 years and over,lower,low
CHN,very important,not very important,rather important,disagree,disagree,disagree,rather happy,very good,5,better off,most people can be trusted,quite a lot,quite a lot,2,NA,8,2,35,30-49 years,lower,medium
CHN,very important,very important,not very important,disagree,disagree,disagree,very happy,very good,7,better off,need to be very careful,a great deal,not very much,2,2,10,1,56,50 years and over,middle,low
CHN,rather important,very important,very important,strongly agree,agree,disagree,rather happy,fair,10,better off,most people can be trusted,a great deal,a great deal,6,8,9,2,63,50 years and over,lower,low
CHN,not very important,not very important,rather important,strongly agree,disagree,disagree,rather happy,very good,6,better off,most people can be trusted,quite a lot,quite a lot,6,4,7,2,52,50 years and over,lower,medium
CHN,rather important,very important,very important,strongly agree,disagree,strongly disagree,rather happy,fair,5,better off,most people can be trusted,not very much,quite a lot,1,9,10,1,43,30-49 years,lower,low
CHN,rather important,not very important,rather important,strongly agree,agree,disagree,rather happy,good,8,better off,need to be very careful,quite a lot,quite a lot,3,3,9,8,54,50 years and over,lower,medium
CHN,not very important,not very important,very important,strongly agree,agree,strongly disagree,rather happy,fair,9,better off,need to be very careful,a great deal,quite a lot,8,5,10,1,54,50 years and over,lower,low
CHN,not very important,not very important,rather important,disagree,disagree,disagree,not very happy,very good,6,better off,most people can be trusted,quite a lot,quite a lot,6,5,10,1,26,16-29 years,lower,medium
CHN,not very important,not at all important,not very important,agree,agree,agree,rather happy,fair,5,better off,need to be very careful,quite a lot,quite a lot,2,7,10,5,55,50 years and over,lower,medium
CHN,not very important,rather important,not very important,disagree,disagree,disagree,very happy,very good,8,better off,most people can be trusted,quite a lot,quite a lot,8,1,10,1,62,50 years and over,middle,medium
CHN,not very important,rather important,rather important,disagree,disagree,disagree,rather happy,poor,6,better off,most people can be trusted,quite a lot,quite a lot,5,7,7,1,56,50 years and over,middle,medium
