NEWID,BLS_URBN,CUTENURE,HIGH_EDU,FAM_SIZE,FINCBEFX,FRSHVEG,FRSHFRUT,FOODTOT,FOODAWAY,FOODHOME
04697042,1,4,11,1,2452,2.34913,8.48465,194.98001,58.15,136.83001
04697071,2,2,14,1,45000,0,0,40.52,19.59,20.93
04697072,2,2,14,1,45000,0,2.79,53.75,5.82,47.93
04697091,1,4,11,1,0,0,0,9,0,9
04697111,1,2,12,1,19782,2.28,0,44.94,0,44.94
04697112,1,2,12,1,19782,2.98,0,4.47,0,4.47
04697121,1,1,15,3,195000,0,0,153.75,153.75,0
04697122,1,1,15,3,195000,17.61358,24.96967,332.30002,14.5,317.80002
04697161,1,4,15,1,116700,0,0,42.01,42.01,0
04697241,1,2,12,2,81000,0,5.24,95.16495,17.83495,77.33
04697242,1,2,12,2,81000,3.68,4.2,158.24,0,158.24
04697291,1,2,13,2,1782,0,0,0,0,0
04697292,1,2,13,2,1782,0,0,51.64,0,51.64
04697301,1,1,16,2,105001,7.92819,18.72964,229.95999,0,229.95999
04697302,1,1,16,2,105001,2.40275,0,33.92,0,33.92
04697351,1,2,16,2,38600,23.39,10.25,225.96,90.4,135.56
04697352,1,2,16,2,38600,12.45,27.71,171.72,28.46,143.26
04697371,1,1,15,2,43860,7,3.04,38.62,0,38.62
04697372,1,1,15,2,43860,9.51,5.68,93.1,0,93.1
04697381,1,4,12,2,29744,0,6.4,92.05,11.23,80.82
04697382,1,4,12,2,29744,6.4,20.52,64.47,0,64.47
04697421,1,2,15,3,55000,0,50.00001,218.28002,72,146.28002
04697422,1,2,15,3,55000,24.86,19.28,325.12,165.98,159.14
04697431,1,1,14,1,86300,9.0664,0,132.30002,72.3,60.00002
04697432,1,1,14,1,86300,7.5064,12.45818,201.00004,15,186.00004
04697451,1,4,15,1,3081,8.7,7.89,145.98,16.91,129.07
04697452,1,4,15,1,3081,0,9.16,213.05,55.32,157.73
04697531,1,2,16,2,200000,17.48669,17.88172,419.54998,65.35,354.19998
04697532,1,2,16,2,200000,0,0,0,0,0
04697571,1,1,13,4,66000,8.56,0,283.54,85.54,198
04697572,1,1,13,4,66000,13.45,0,265.94,118.39,147.55
04697631,1,4,15,2,55000,7.58779,7.72227,111.8,24.2,87.6
04697632,1,4,15,2,55000,0,0,0,0,0
04697671,1,2,12,2,31696,0,6.7,42.63,0,42.63
04697672,1,2,12,2,31696,1.63,10.47,36.31,0,36.31
04697692,1,4,12,5,31409,1.58,0,35.95,0,35.95
04697701,1,1,16,5,262500,14.93768,13.17171,295.12001,45,250.12001
04697702,1,1,16,5,262500,14.44336,22.36501,298.96004,0,298.96004
04697711,1,1,15,3,114000,0,0,81.42,46.34,35.08
04697712,1,1,15,3,114000,9.48,0,91.34,55.53,35.81
04697721,1,4,15,2,0,0,0,0,0,0
04697722,1,3,15,2,0,0,0,0,0,0
04697761,1,1,16,2,179120,0.97,1.96,81.36213,52.78213,28.58
04697762,1,1,16,2,179120,23.87,35.81,275.20741,37.15741,238.05
04697791,1,1,15,3,255000,16.9,9.81,724.04,426.71,297.33
04697792,1,1,15,3,255000,27.98,7.49,498.96,234.05,264.91
04697801,1,1,16,2,253572,16.5876,18.7835,226.75001,41.65,185.10001
04697802,1,1,16,2,253572,17.02605,12.77656,220.16998,13.74,206.42998
04697811,1,1,13,1,54302,0,3.54723,41.19001,0,41.19001
04697812,1,1,13,1,54302,0,11.22714,42.86,0,42.86
04697821,1,4,16,3,0,2.39,31.12,119.52,17.68,101.84
04697822,1,4,16,3,0,0,22.46,80.71308,41.28308,39.43
04697841,1,2,13,2,95719,13.46,8.93,359.92,13.47,346.45
04697842,1,2,13,2,95719,10.29,0.58,141.55,0,141.55
04697851,1,2,15,3,79248,2.05,0,75.51,20,55.51
04697852,1,2,15,3,79248,1.02,0,90.69,28,62.69
04697861,1,2,11,1,0,0,0,28.47,28.47,0
04697862,1,2,14,1,0,0,11.28,190.9,28.9,162
04697871,1,2,16,3,74000,39.52,13.38,389.14,0,389.14
04697872,1,2,16,3,74000,19.75,33.07,160.44379,0.67379,159.77
04697931,1,4,12,2,0,0,0,0,0,0
04697932,1,4,12,2,0,0,0,0,0,0
04697951,1,4,10,1,40000,6.88,6.98,83.77,0,83.77
04697952,1,4,10,1,40000,0,0,30.5,25,5.5
04697971,1,1,13,4,40262,0,0,134.6,134.6,0
04697972,1,1,13,4,40262,7.52765,13.53898,312,82,230
04697991,1,1,15,2,200,0,0,84.1,30,54.1
04697992,1,1,15,2,200,0,0,200.47,150,50.47
04698011,1,1,14,2,103020,0,0,106.01,31.49,74.52
04698012,1,1,14,2,103020,0,0,154.11,26,128.11
04698021,1,1,13,2,30000,0,21.96,186.06,0,186.06
04698022,1,1,13,2,30000,11.06,5.99,134.65,55.89,78.76
04698081,1,4,13,4,16800,2.84,36.62,190.65,64.24,126.41
04698082,1,4,13,4,16800,10.33,30.51,338.11164,2.15164,335.96
04698101,1,2,16,2,80364,21.84,16.47,200.85,60.47,140.38
04698102,1,2,16,2,80364,43.4632,47.53679,373.82999,64.12,309.70999
04698131,1,2,11,2,0,0,0,45.52161,7.95161,37.57
04698132,1,2,11,2,0,2.96,1.98,97.1,30.53,66.57
04698141,1,2,13,2,54221,7.42,2.29,56.32,0,56.32
04698142,1,2,13,2,54221,5.52,5.6,54.61,0,54.61
04698231,1,4,12,2,70400,0,0.56,75.21,47,28.21
04698232,1,4,12,2,70400,2.8503,0,53.59,4.68,48.91
04698241,1,1,16,2,110000,16.95,2.96,57.84,0,57.84
04698242,1,1,16,2,110000,25.35,5.37,103.2,33.11,70.09
04698291,1,4,12,2,10200,7.26,17.35,116.5,25,91.5
04698292,1,4,12,2,10200,0,0,109.71,70,39.71
04698321,1,4,14,1,126000,9.82949,0,140.22998,14.23,125.99998
04698322,1,4,14,1,126000,0,0,328.87999,328.87999,0
04698341,1,4,13,4,58500,16.24078,12.33688,311.1,137.43,173.67
04698342,1,4,13,4,58500,57.68,30.97,179.49,2.19,177.3
04698401,1,1,13,3,118000,26.99,0,291.06,129.93,161.13
04698402,1,1,13,3,118000,0,0,186.78,109.2,77.58
04698411,2,2,14,1,19782,2.80316,0,71.62998,0,71.62998
04698412,2,2,14,1,19782,8.23537,14.62335,170.63998,10.06,160.57998
04698421,1,4,10,1,15102,16.2,1.03,210.54,96.72,113.82
04698422,1,4,10,1,15102,5.11,4.53,255.95,172.52,83.43
04698431,1,2,12,3,37785,11.29,0,75.98,0,75.98
04698432,1,2,12,3,37785,3.67,2.45,108.19,0,108.19
04698442,1,3,12,2,0,0,0,22,0,22
04698451,1,5,15,1,25286,3.6,1.55,59.78,0,59.78
04698452,1,5,15,1,25286,5.25,9.92,103.49,0,103.49
04698481,1,4,13,1,43000,0,0,30,30,0
04698482,1,4,13,1,43000,5,0,222.75,139,83.75
04698531,1,5,15,3,189000,0,0,84.22,84.22,0
04698532,1,5,15,3,189000,0,11.41,127.34,95.54,31.8
04698551,1,1,16,5,468,5,6.98,118.69,72.26,46.43
04698552,1,1,16,5,468,28.54,41.68,374.41,100,274.41
04698641,1,4,15,2,80000,8.97,42.79,288.74,72.16,216.58
04698642,1,4,15,2,80000,5.99,12.57289,202.44725,36.01,166.43725
04698651,1,1,16,2,215600,35.89243,3.14,251.77308,27.8,223.97308
04698652,1,1,16,2,215600,43.22,2.13,211.44,23,188.44
04698681,1,4,14,3,87000,0,9.79,325.09935,237.79935,87.3
04698682,1,4,14,3,87000,7.22,3.89,203.98429,55.67429,148.31
04698691,2,2,13,5,54340,0,0,87.01,76.32,10.69
04698692,2,2,13,5,54340,0,0,2.66,0,2.66
04698781,1,1,13,1,39440,0,3.41637,84,40,44
04698782,1,1,13,1,39440,20.83084,10.38515,190,0,190
04698791,1,1,15,4,82000,10,0,25.69,0,25.69
04698861,1,1,13,1,12000,0,0,20,20,0
04698862,1,1,13,1,12000,5.57,22.88,100.01,21.5,78.51
04698911,1,4,16,1,47000,0,0,0,0,0
04698912,1,4,16,1,47000,8.89735,15.90111,194.99999,0,194.99999
04698921,1,4,11,1,750,0,0,97.01,63.38,33.63
04698922,1,4,11,1,750,2.05,4.01,84.87,0,84.87
04698931,1,4,12,6,0,0,0,67.48,63,4.48
04698932,1,4,12,6,0,0,0,30,30,0
04698971,1,4,15,2,49000,5,0,83.5,46,37.5
04698972,1,4,15,2,49000,0,0,12,12,0
04699001,1,1,16,5,162000,6.15,1.31,205.65,144.98,60.67
04699002,1,1,16,5,162000,3.55,0,541.73,385.78,155.95
04699021,1,1,13,2,70000,0,0,44.65,10.26,34.39
04699022,1,1,13,2,70000,0,0,0,0,0
04699041,1,2,12,1,16662,0,0,56.26,24.82,31.44
04699042,1,2,12,1,16662,1.09,0,53.29,23.43,29.86
04699121,1,1,13,2,195989,31.73,21.65,311.73,151.25,160.48
04699122,1,1,13,2,195989,31.53,4.18,342.03,137.97,204.06
04699131,1,4,15,2,86550,15.51494,9.60819,368.71988,256.7,112.01988
04699132,1,4,15,2,86550,22.2545,11.81146,459.51442,355.71,103.80442
04699141,1,2,14,2,11738,8.54,3.26,167.3,35.77,131.53
04699142,1,2,14,2,11738,0,4.69,152.93,73.57,79.36
04699171,1,4,16,1,128040,0,0,0,0,0
04699172,1,4,16,1,128040,0,0,31.25,0,31.25
04699221,1,4,16,4,138049,7.18,9.5,175.81,65.94,109.87
04699222,1,4,16,4,138049,1.38,10.75,255.25,149.13,106.12
04699231,1,2,12,8,60000,14.02215,13.51196,579.54,253.57999,325.96001
04699232,1,2,12,8,60000,8.44808,21.72222,542.37003,233,309.37003
04699261,1,2,16,2,122000,6.49,8.18,100.29,0,100.29
04699262,1,2,16,2,122000,4.91,2.65,20.32,0,20.32
04699271,1,4,13,2,3704,17.28,0,180.45,89,91.45
04699272,1,4,13,2,3704,0,0,98.79,52.5,46.29
04699321,1,1,15,2,68802,2.16636,0,381.25999,166.38,214.87999
04699322,1,1,15,2,68802,0,0,218.5,218.5,0
04699331,1,1,16,2,0,15.24685,19.16314,221.89001,0,221.89001
04699332,1,1,12,2,0,19.58727,49.39009,541.25003,0,541.25003
04699361,2,2,13,2,40821,9.62,0,98.46,0,98.46
04699362,2,2,13,2,40821,0,0,78,78,0
04699371,1,1,15,3,169800,14.77,4.8,288.53,64,224.53
04699372,1,1,15,3,169800,14.7,10.05,182.4,39,143.4
04699391,1,1,13,2,65000,0,0,63.81,0,63.81
04699392,1,1,13,2,65000,2.68,0,112.74253,43.10253,69.64
04699401,1,1,15,4,160000,10.62945,13.28825,143.16998,10,133.16998
04699402,1,1,15,4,160000,8.82519,9.04424,101.54999,0,101.54999
04699471,1,4,16,1,30000,6.04521,4.57881,150.6,37.56,113.04
04699472,1,4,16,1,30000,0,5.30774,69.14,17.18,51.96
04699511,1,3,12,3,66000,12.96739,13.33106,248.83893,47.53,201.30893
04699512,1,3,12,3,66000,0,0,0,0,0
04699561,1,1,15,3,146600,0,0,120.53,102.17,18.36
04699562,1,1,15,3,146600,19.75436,5.02037,383.32001,129.18,254.14001
04699571,1,4,10,1,595,2.02007,4.09307,49.99997,0,49.99997
04699572,1,4,16,1,595,5.51375,6.25723,50,0,50
04699591,1,4,14,1,3122,6.5,0,33.88,0,33.88
04699592,1,4,14,1,3122,3.5,0,12.21,0,12.21
04699601,1,4,15,4,135000,45.29,10.44,386.47,164.91,221.56
04699602,1,4,15,4,135000,2.98,0,136.58,104.8,31.78
04699631,1,1,13,1,50000,1.5,0,47.43,7.39,40.04
04699632,1,1,13,1,50000,0,0,8.9,8.9,0
04699641,1,1,16,5,422592,14.44622,20.47952,519.68414,120.32417,399.35997
04699642,1,1,16,5,422592,0,0,25.97,25.97,0
04699651,1,2,14,2,0,0,0,59.83,21.75,38.08
04699652,1,2,14,2,0,0,0,84.93,46.11,38.82
04699671,1,4,12,5,0,5.52313,1.93,109.08,4.38,104.7
04699672,1,4,12,5,0,0,12.37,152.96535,5.17535,147.79
04699721,1,1,14,3,169000,0,0,0,0,0
04699722,1,1,14,3,169000,22.34,2.88,74.59,10,64.59
04699731,1,4,12,1,0,0,0,40.00001,0,40.00001
04699741,1,1,15,3,114400,0,0,48.45,48.45,0
04699742,1,1,15,3,114400,21.262,42.53724,395.70998,62.41,333.29998
04699771,1,1,14,4,43033,8.99683,3.93805,42.44,20.77,21.67
04699772,1,1,14,4,43033,10.44,13.76,156.64,15.19,141.45
04699781,1,4,16,2,0,6.98101,7.11013,99.99998,0,99.99998
04699782,1,4,15,2,0,0,0,0,0,0
04699811,1,4,15,3,3300,0,0,62.78,0,62.78
04699812,1,4,15,3,3300,6.48,11.94,252.07,31.79,220.28
04699912,1,4,12,2,0,0,0,22.7,22.7,0
04699951,1,2,15,1,12015,0,0,3,0,3
04699952,1,2,15,1,12015,2.99,3.49,31.76,0,31.76
04699961,1,1,16,4,111000,30.15847,51.97961,570.66896,177.04892,393.62004
04699962,1,1,16,4,111000,30.27517,53.881100000000004,532.73002,103.46,429.27002
04700041,1,2,16,1,115982,17.49775,19.89508,164.42001,47.42,117.00001
04700042,1,2,16,1,115982,2.28342,6.00793,90.13,19.22,70.91
04700081,1,4,10,4,7000,11.42,10.69,153.1,10.57,142.53
04700082,1,4,10,4,7000,10.6,5.41,99.57,7.52,92.05
04700201,1,4,15,2,19106,0,1.18,55.75,0,55.75
04700202,1,4,15,2,19106,0,1.17,54.13,0,54.13
04700231,1,4,10,5,17000,10.15,7.27,106.05,17.25,88.8
04700232,1,4,10,5,17000,1.99,1.79,30.16,10.7,19.46
04700291,1,1,16,3,152600,10.74,17.6,237.01,26.55,210.46
04700292,1,1,16,3,152600,38.56,7.44,219.04,70.59,148.45
04700301,1,2,15,1,55000,0,0,32.77,0,32.77
04700302,1,2,15,1,55000,0,0,105.23,80.11,25.12
04700311,1,2,16,2,74364,0,7.98,90.4,8.09,82.31
04700312,1,2,16,2,74364,11.47,6.04,128.04,0,128.04
04700331,1,4,14,1,38000,0,0,82.75,0,82.75
04700332,1,4,14,1,38000,0,0,0,0,0
04700361,1,1,14,6,368292,24.81,22.05,322.17011,72.43011,249.74
04700362,1,1,14,6,368292,15.39943,5.95,577.00476,393.30476,183.7
04700371,1,1,16,2,120779,0,26.43,178.09,12.99,165.1
04700372,1,1,16,2,120779,10.1,3.2,138.68,0,138.68
04700391,1,2,13,2,19782,0,4.40869,101.4,54.97,46.43
04700392,1,2,13,2,19782,0,15.20993,214.7,52.8,161.9
04700401,1,4,14,1,0,41.064,10.436,154.5,0,154.5
04700402,1,4,14,1,0,7.24979,44.25021,154.5,0,154.5
04700412,2,4,11,1,0,0,0,7.69,0,7.69
04700501,1,4,15,2,157000,45.5,15,497.5,237,260.5
04700502,1,4,15,2,157000,17,13,269,97,172
04700521,1,1,11,2,14370,7.67,0,137.52,0,137.52
04700522,1,1,11,2,14370,0,0,0,0,0
04700561,1,1,16,3,218000,18.29,147.44,671.68001,189.67001,482.01
04700562,1,1,16,3,218000,9.46,11.89,364.18,198.26,165.92
04700571,1,2,13,1,1782,0,0,24.17,3.18,20.99
04700572,1,2,13,1,1782,0,0,62,0,62
04700591,1,2,11,1,14400,5.54676,3.4751,92.19,30,62.19
04700592,1,2,11,1,14400,0,5.35848,121.07,64,57.07
04700621,1,1,15,2,0,22.8124,20.53363,364.66,66.99,297.67
04700622,1,1,15,2,0,24.91895,8.78752,270.54,66.97,203.57
04700651,1,1,15,3,69158,0,0,204.49,7.15,197.34
04700652,1,1,15,3,69158,6.96,0,141.65,54.97,86.68
04700671,1,2,13,2,41964,1.78,1.93,96.97,0,96.97
04700672,1,2,13,2,41964,1.86,2.73,137.19,15,122.19
04700752,1,4,12,2,12702,0,0,38,38,0
04700801,1,4,11,1,25234,3.29,0,57.21,42.77,14.44
04700802,1,4,11,1,25234,0,0,29.59473,1.67473,27.92
04700841,1,5,15,2,74500,0,0,143.38,143.38,0
04700842,1,5,15,2,74500,0,0,158.59,101.47,57.12
04700851,1,1,14,3,29326,0,0,21.55,0,21.55
04700852,1,1,14,3,29326,5.39,2.86,59.42,0,59.42
04700871,1,4,16,2,193000,8.28726,4.94298,177.84999,59.92,117.92999
04700872,1,4,16,2,193000,11.09355,3.67878,377.88002,135.87,242.01002
04700881,1,1,12,2,3564,0,0,28.46,0,28.46
04700882,1,1,12,2,3564,0,0,14.86,0,14.86
04700901,1,4,15,2,73700,14.94855,0,165.86,37.86,128
04700902,1,4,15,2,73700,0,0,14.72,0,14.72
04700941,1,1,15,1,138600,0,0,0,0,0
04700942,1,1,15,1,138600,0,6.06749,39.99999,0,39.99999
04700971,2,1,15,3,306109,4.45,5.34,271.42,6.86,264.56
04700972,2,1,15,3,306109,1.23,3.79,97.16,34.4,62.76
04701021,1,4,12,3,27150,0,0,21.01,0,21.01
04701022,1,4,12,3,27150,10.91,7.86,142.77,0,142.77
04701181,1,1,16,5,180000,9.56,1.46,80.8,0,80.8
04701182,1,1,15,5,180000,10.14,15.33,165.05,0,165.05
04701201,1,1,15,1,107000,2.49,13.98,101.36199,57.94199,43.42
04701202,1,1,15,1,107000,8.47,7.97,145.6,59.37,86.23
04701231,1,2,12,1,57970,2.07199,3.00966,91.62,0,91.62
04701232,1,2,12,1,57970,0,0,0,0,0
04701241,1,1,13,2,115000,0,0,94.15,27,67.15
04701242,1,1,13,2,115000,0,0,0,0,0
04701291,1,1,12,1,123061,2.37693,19.34514,275.61,75.71,199.9
04701292,1,1,12,1,123061,0,0,65.45,65.45,0
04701301,1,1,13,1,37686,3.72,3.31,68.41,10.85,57.56
04701302,1,1,13,1,37686,10.63,4.3,88.46,14.31,74.15
04701311,1,4,12,3,17040,11.57,0,265.65,28.72,236.93
04701312,1,4,12,3,17040,13.65,0,164.91,14.68,150.23
04701321,1,2,16,2,44400,9.06,4.67,193.69,50.5,143.19
04701322,1,2,16,2,44400,0,0,46.97,13.34,33.63
04701331,1,1,13,1,22471,0,3,56.44,0,56.44
04701332,1,1,13,1,22471,0,0,139.35,34.24,105.11
04701371,1,1,15,1,460492,11.75,3.79,313.61,188.37,125.24
04701372,1,1,15,1,460492,0,0,0,0,0
04701431,1,1,16,5,102000,6.48,1.48,154.73,14.34,140.39
04701432,1,1,16,5,102000,1.07,0,164.92,109.99,54.93
04701441,1,1,14,4,165000,36.29,26.56,286.14,80.84,205.3
04701442,1,1,14,4,165000,0,0,32.24,24.06,8.18
04701451,2,1,12,1,15163,3.35,7.98,77.11,0,77.11
04701452,2,1,12,1,15163,2.48,12.31,129.06,2.61,126.45
04701501,1,4,12,2,28500,1.56,0,162.9,36.89,126.01
04701502,1,4,12,2,28500,4.28,6.03,71.14,0,71.14
04701521,1,1,14,3,30000,0,0,0,0,0
04701522,1,1,14,3,30000,0,0,0,0,0
04701551,1,4,13,1,35000,2.59382,9.02326,49.99999,0,49.99999
04701552,1,4,13,1,35000,13.85214,9.72743,200,0,200
04701561,1,3,16,1,0,0,0,0,0,0
04701562,1,3,16,1,0,0,0,0,0,0
04701571,1,2,16,2,0,6.14,24.24,263.37,84.18,179.19
04701572,1,2,16,2,0,21.57,6.87,206.67,0,206.67
04701601,1,2,14,2,27574,9.88,0.88,210.31,126.8,83.51
04701602,1,2,14,2,27574,11.72,0,112.29,17.27,95.02
04701621,1,1,12,1,60000,0,0,20,20,0
04701622,1,1,12,1,60000,2.18274,24.15951,180.66998,20,160.66998
04701641,1,2,16,3,87800,2.7292,11.06702,124.99999,0,124.99999
04701642,1,2,16,3,87800,7.74008,4.7321,125,0,125
04701651,1,4,16,1,94000,0,0,23.02,23.02,0
04701652,1,4,16,1,94000,36.51,3.16,105.39,8.76,96.63
04701671,1,1,16,1,130605,8.37,9.24,220.65,48.11,172.54
04701672,1,1,16,1,130605,0,0,160.45,143.37,17.08
04701752,1,2,12,2,0,0,0,15.13,0,15.13
04701812,1,1,13,1,74501,0,0,0,0,0
04701881,1,2,16,2,65800,9.54591,17.55771,173.54998,23.55,149.99998
04701891,1,1,13,2,90000,14,0,41.47,0,41.47
04701892,1,1,13,2,90000,0,0,16.97,0,16.97
04701901,1,4,11,1,95576,0,0,15,0,15
04701921,1,1,15,2,164793,4.22053,21.57845,319.43898,0,319.43898
04701922,1,1,15,2,164793,0,8.49,205.41,62.65,142.76
04701931,1,4,12,1,13992,0,0,54.86,0,54.86
04701932,1,4,12,1,13992,1.49,22.99,100.19,0,100.19
04701991,1,4,11,1,12432,2.47019,11.48911,124.00001,24,100.00001
04701992,1,4,11,1,12432,2.0061,0,124.00001,24,100.00001
04702011,2,2,12,1,50000,0,0,0,0,0
04702012,2,2,12,1,50000,28.54569,18.23031,320.46999,0,320.46999
04702021,1,4,16,2,106020,20.69,16.6,341.09,60.92,280.17
04702022,1,4,16,2,106020,15.11,28.71,281.19,120.08,161.11
04702101,1,1,15,3,42000,16.7098,7.35926,294.4,109.44,184.96
04702102,1,1,15,3,42000,7.75053,6.00296,184.03999,89.2,94.83999
04702131,1,1,14,2,151589,7.34,6.46,120.02,27.25,92.77
04702132,1,1,14,2,151589,14.59,9.21,60.34,0,60.34
04702221,1,2,15,1,0,2.29409,12.05777,114.00001,22,92.00001
04702222,1,2,15,1,0,2.51444,5.10139,118.00001,18,100.00001
04702311,1,1,12,2,5,0,0,0,0,0
04702312,1,1,12,2,5,16.19,28.24,186.6,0,186.6
04702341,1,4,15,4,298000,16,32.2,499.54999,173.08,326.46999
04702342,1,4,15,4,298000,8.52,24.85,320.07,110.01,210.06
04702421,1,1,13,2,94582,23.46,39.6,275.52521,87.66521,187.86
04702422,1,1,13,2,94582,61.91,32.8,251.85,80,171.85
04702441,1,4,15,1,37808,4.95,0,33.03,0,33.03
04702442,1,4,15,1,37808,0,0,0,0,0
04702481,1,4,15,1,43782,4.2,11.71,71.74,0,71.74
04702482,1,4,15,1,43782,23.34,9.92,100,0,100
04702491,1,2,14,2,45779,0,0,207.97,148,59.97
04702492,1,2,14,2,45779,0,0.77,221.67,65.16,156.51
04702521,1,1,13,2,24182,13.31,13.79,136.66,0,136.66
04702522,1,1,13,2,24182,22.84,10.59,123.4,0,123.4
04702621,1,1,13,1,32500,0,0,39.68,0,39.68
04702622,1,1,13,1,32500,0,3.05,27.47,0,27.47
04702631,1,2,15,2,12446,7.01,19.8,174.65,20.75,153.9
04702632,1,2,15,2,12446,0,27.95,178,25.9,152.1
04702651,1,2,15,2,160,0,0,23.17,10.4,12.77
04702652,1,2,15,2,160,0,0,0,0,0
04702711,1,1,13,3,151500,0,8.7918,25.89,0,25.89
04702732,1,5,12,2,20370,0,3,20.58,3.18,17.4
04702741,1,2,12,1,10136,0,0,17,0,17
04702742,1,2,12,1,10136,0,1.48,41.4,0,41.4
04702781,1,1,15,4,12000,2.65482,21.59027,244.78,44.78,200
04702782,1,1,14,4,12000,8.60222,15.83807,167.97999,17.98,149.99999
04702821,1,4,13,1,63600,0,0,103.72,0,103.72
04702822,1,4,13,1,63600,0,0,9.84,9.84,0
04702831,1,4,15,1,71500,0,0,3.9,0,3.9
04702832,1,4,15,1,71500,18.31,9.86,213.35,71.37,141.98
04702881,1,2,16,2,65982,13,0,258,0,258
04702882,1,2,16,2,65982,7,3,301,6,295
04702901,1,1,15,2,106260,0,0,161.64,161.64,0
04702902,1,1,15,2,106260,0,0,254.03,254.03,0
04702931,1,4,14,3,13500,0,0,96.61,0,96.61
04702932,1,4,13,3,13500,0,0,17.42,0,17.42
04702991,1,1,14,2,137000,11.578430000000001,7.87063,153.77,32.48,121.29
04702992,1,1,14,2,137000,0,0,57.37,57.37,0
04703001,1,2,13,4,134000,0,0,267.59,199.65,67.94
04703002,1,2,13,4,134000,7.99,0,191.8,63.07,128.73
04703031,1,1,16,2,201000,0,0,25.47,0,25.47
04703032,1,1,16,2,201000,16.49331,13.10366,192.08001,0,192.08001
04703061,1,2,13,3,89232,10.71,0,181.33,43.54,137.79
04703062,1,2,13,3,89232,0,0,20.93,0,20.93
04703081,1,4,12,1,0,2.25857,0,169.11999,16.08,153.03999
04703082,1,4,12,1,0,4.96715,7.45859,133.06,0,133.06
04703261,1,2,15,2,0,6.04,12.54,50.85,0,50.85
04703262,1,2,15,2,0,19.06,10.1,52.04,0,52.04
04703271,1,1,13,4,111000,1.83819,10.23258,101.96001,55.7,46.26001
04703272,1,1,13,4,111000,9.05656,11.14482,243.42973,60.78,182.64973
04703341,1,1,11,2,42000,0,0,9,9,0
04703342,1,1,11,2,42000,0,9.1,73.34,0,73.34
04703371,1,1,15,1,64820,0,7.98,156.38,22,134.38
04703372,1,1,15,1,64820,0,0,136.85,0,136.85
04703401,1,1,15,5,195900,1.04,0,124.85,78.35,46.5
04703402,1,1,15,5,195900,0,0,213.87,197.03,16.84
04703431,1,1,12,3,174000,0,0,14.29,14.29,0
04703432,1,1,12,3,174000,0,0,48.99,46.81,2.18
04703481,1,4,15,1,40000,6.55,16.49,104.92,42.96,61.96
04703482,1,4,15,1,40000,11.97,3.64,72.06,0,72.06
04703491,1,1,13,1,84000,22.44016,4.69838,188.17,23,165.17
04703492,1,1,13,1,84000,0,0,34.07,34.07,0
04703541,1,1,13,3,100001,0,0,26,26,0
04703542,1,1,13,3,100001,0,0,70.03001,0,70.03001
04703611,2,4,13,2,36400,5.45,19.48,251.09,36.99,214.1
04703612,2,4,13,2,36400,5.75,0,31.26,0,31.26
04703631,1,4,15,2,95000,5.11,2.51,82.18,15.15,67.03
04703632,1,4,15,2,95000,1.27,1,96.1,32.61,63.49
04703641,1,4,14,2,46160,10.60572,4.87074,138.56,80.41,58.15
04703642,1,4,14,2,46160,2.25293,4.5649,93.52,66.92,26.6
04703681,1,1,13,2,29652,6.03,17.92,213.91,4.33,209.58
04703682,1,1,13,2,29652,0,4.78,70.18,8.66,61.52
04703701,1,1,15,5,45400,0,0,0,0,0
04703702,1,1,15,5,45400,10.15,5.52,272.38,0,272.38
04703711,1,1,16,5,425492,10.19742,16.44078,464.47996,176.62,287.85996
04703712,1,1,16,5,425492,2.61436,14.39883,544.22001,191.82,352.40001
04703741,1,4,16,1,150000,8.90484,9.12586,210.92002,91.76,119.16002
04703742,1,4,16,1,150000,0,0,34.62,34.62,0
04703771,1,5,16,2,85000,20.66468,19.34468,305.32001,60.84,244.48001
04703772,1,5,16,2,85000,8.55202,3.74335,132.5,77.57,54.93
04703791,1,2,14,1,21522,1.99,5.98,61.1,0,61.1
04703792,1,2,14,1,21522,1.85,9.87,78.78,35.54,43.24
04703801,1,4,15,1,116398,2.4,6.28,42.72,0,42.72
04703802,1,4,15,1,116398,0,0,0,0,0
04703811,1,1,15,2,28068,12.4853,9.16961,148,0,148
04703812,1,1,15,2,28068,2.74695,0,82.99001,0,82.99001
04703861,1,1,16,1,1782,0,1.99,23.97,0,23.97
04703862,1,1,16,1,1782,0,3.99,20.92,0,20.92
04703881,1,1,16,3,55564,12.99246,9.49702,181.32999,0,181.32999
04703882,1,1,16,3,55564,0,0,47.27,0,47.27
04703901,2,2,13,4,30380,9.24,3.64,147.53,0,147.53
04703902,2,2,13,4,30380,5.81,0,190.11,0,190.11
04703941,1,4,15,3,95000,0,0.6,27.5,5.8,21.7
04703942,1,4,15,3,95000,0,0,0,0,0
04703951,1,2,13,1,79902,14.68037,18.75638,100.19001,6,94.19001
04703952,1,2,13,1,79902,7.09,0,28.29,15,13.29
04703961,1,2,15,2,0,0,0,0,0,0
04703962,1,2,15,2,0,0,0,0,0,0
04704041,1,1,13,2,18582,0,0,0,0,0
04704042,1,1,13,2,18582,12.23,6.25,182.32,25.79,156.53
04704051,1,1,16,4,411042,0,0,390.59,235.77,154.82
04704052,1,1,16,4,411042,15.87764,26.61078,696.19999,23.38,672.81999
04704071,1,1,13,4,71044,3.44,12.78,65.83,24.15,41.68
04704072,1,1,13,4,71044,5.23,0,153.22,45.78,107.44
